NEIGHBORHOOD_UP,NEIGHBORHOOD_DOWN,NEIGHBORHOOD_RIGHT,NEIGHBORHOOD_LEFT,NEIGHBORHOOD_DIST_UP,NEIGHBORHOOD_DIST_DOWN,NEIGHBORHOOD_DIST_RIGHT,NEIGHBORHOOD_DIST_LEFT,COMMAND_CENTER_X,COMMAND_CENTER_Y,AGENT_1_X,AGENT_1_Y,AGENT_2_X,AGENT_2_Y,CAN_FIRE,HEALTH,LIFE_X,LIFE_Y,EXIT_X,EXIT_Y,time,action
0,1,2,2,0,0.7075546,0.3085001,0.3085001,15,3,27,27,3,27,1,2,5,15,19,23,0.1309452,1
0,1,2,2,0,1.107554,0.3085001,0.3085001,15,3,27,27,3,27,1,2,5,15,19,23,0.2004696,1
0,1,2,2,0,1.607554,0.3085001,0.3085001,15,3,27,27,3,27,1,2,5,15,19,23,0.3057566,1
0,1,2,2,0,1.807554,0.3085001,0.3085001,15,3,27,27,3,27,1,2,5,15,19,23,0.4023624,1
0,1,2,2,0,2.307553,0.3085001,0.3085001,15,3,27,27,3,27,1,2,5,15,19,23,0.5009472,1
0,1,2,2,0,2.807553,0.3085001,0.3085001,15,3,27,27,3,27,1,2,5,15,19,23,0.6021479,1
0,1,2,2,0,3.307552,0.3085001,0.3085001,15,3,27,27,3,27,1,2,5,15,19,23,0.7003432,1
0,1,2,2,0,3.807552,0.3085001,0.3085001,15,3,27,27,3,27,1,2,5,15,19,23,0.8032753,1
0,1,2,2,0,4.307551,8.3085,0.3085001,15,3,27,27,3,27,1,2,5,15,19,23,0.9003814,1
1,1,2,1,19.80756,4.807551,0.3085001,0.3075551,15,3,27,27,3,27,1,2,5,15,19,23,1.002694,1
1,1,2,1,19.30756,5.30755,0.3085001,0.3075551,15,3,27,27,3,27,1,2,5,15,19,23,1.102391,1
1,1,2,1,18.80756,5.807552,0.3085001,0.3075551,15,3,27,27,3,27,1,2,5,15,19,23,1.205245,1
1,1,2,1,18.30756,6.307554,0.3085001,0.3075551,15,3,27,27,3,27,1,2,5,15,19,23,1.302904,1
1,1,2,1,17.80755,6.807556,0.3085001,0.3075551,15,3,27,27,3,27,1,2,5,15,19,23,1.400779,1
1,1,2,1,17.30755,7.307558,0.3085001,0.3075551,15,3,27,27,3,27,1,2,5,15,19,23,1.504291,1
1,1,2,1,16.80755,7.80756,0.3085001,0.3075551,15,3,27,27,3,27,1,2,5,15,19,23,1.602973,1
1,1,2,2,16.30755,8.307562,0.3085001,0.3085001,15,3,27,27,3,27,1,2,5,15,19,23,1.703913,1
1,1,2,2,15.90755,8.707563,0.3085001,0.3085,15,3,27,27,3,27,1,2,5,15,19,23,1.803649,0
1,1,2,2,15.90755,8.707563,0.3085001,0.3085,15,3,27,27,3,27,1,2,5,15,19,23,1.904384,0
1,1,2,2,15.90755,8.707563,0.3085001,0.3085,15,3,27,27,3,27,1,2,5,15,19,23,2.000765,0
1,1,2,2,15.70755,8.907564,0.3085001,0.3085001,15,3,27.3,27,3,27,1,2,5,15,19,23,2.101231,1
1,1,2,2,15.20754,9.407566,0.3085001,0.3085001,15,3,27.3,27,3,27,1,2,5,15,19,23,2.20375,1
1,1,2,2,14.70754,9.907568,0.3085001,0.3085001,15,3,27.3,27,3,27,1,2,5,15,19,23,2.303661,1
1,1,2,1,14.20754,10.40757,0.3085001,8.307555,15,3,27.3,27,3,27,1,2,5,15,19,23,2.403472,1
1,1,2,2,13.70754,10.90757,0.3085001,0.3085001,15,3,27.3,27,3,27,1,2,5,15,19,23,2.501688,1
1,1,2,2,13.20754,11.40757,0.3085001,0.3085001,15,3,27.3,27,3,27,1,2,5,15,19,23,2.601538,1
1,1,2,2,12.70753,11.90758,0.3085001,0.3085001,15,3,27.3,27,3,27,1,2,5,15,19,23,2.701122,1
1,1,2,2,12.20753,12.40758,0.3085001,0.3085001,15,3,27.3,27,3,27,1,2,5,15,19,23,2.800218,1
1,1,2,2,11.70753,12.90758,0.3085001,0.3085001,15,3,27.3,27,3,27,1,2,5,15,19,23,2.903397,1
1,1,2,2,11.20753,13.40758,0.3085001,0.3085001,15,3,27.3,27,3,27,1,2,5,15,19,23,3.002253,1
1,1,2,2,10.70753,13.90758,0.3085001,0.3085001,15,3,27.3,27,3,27,1,2,5,15,19,23,3.10044,1
1,1,1,1,10.20753,14.40758,2.307555,8.307554,15,3,27.3,27,3,27,1,2,5,15,19,23,3.200667,1
1,1,2,2,9.707524,14.90759,0.3085001,0.3085001,15,3,27.3,27,3,27,1,2,5,15,19,23,3.301536,1
1,1,2,2,9.207522,15.40759,0.3085001,0.3085001,15,3,27.3,27,3,27,1,2,5,15,19,23,3.401668,1
1,1,2,2,8.70752,15.90759,0.3085001,0.3085001,15,3,27.3,27,3,27,1,2,5,15,19,23,3.502606,1
1,1,2,2,8.207519,16.40759,0.3085001,0.3085001,15,3,27.3,27,3,27,1,2,5,15,19,23,3.602287,1
1,1,2,2,7.707517,16.90759,0.3085,0.3085,15,3,27.3,27,3,27,1,2,5,15,19,23,3.70339,1
1,1,2,2,7.207514,17.4076,0.3085001,0.3085001,15,3,27.3,27,3,27,1,2,5,15,19,23,3.803056,1
1,1,2,2,6.707512,17.9076,0.3085001,0.3085001,15,3,27.3,27,3,27,1,2,5,15,19,23,3.902311,1
1,1,2,2,6.20751,18.4076,0.3085001,0.3085001,15,3,27.3,27,3,27,1,2,5,15,19,23,4.003478,1
1,1,2,2,5.707509,18.9076,0.3085001,0.3085001,15,3,27.3,27,3,27.3,1,2,5,15,19,23,4.104647,1
1,1,2,2,5.207507,19.4076,0.3085001,0.3085001,15,3,27.3,27,3,27.3,1,2,5,15,19,23,4.200711,1
1,1,2,2,4.707505,19.9076,0.3085001,0.3085001,15,3,27.3,27,3,27.3,1,2,5,15,19,23,4.302882,1
1,0,2,2,4.207503,0,0.3085001,0.3085001,15,3,27.3,27,3,27.3,1,2,5,15,19,23,4.400987,1
1,0,2,2,3.707502,0,0.3085001,0.3085001,15,3,27.3,27,3,27.3,1,2,5,15,19,23,4.502374,1
1,0,2,2,3.2075,0,0.3085001,0.3085001,15,3,27.3,27,3,27.3,1,2,5,15,19,23,4.600555,1
1,0,2,2,2.707498,0,0.3085001,0.3085001,15,3,27.3,27,3,27.3,1,2,5,15,19,23,4.700502,1
1,0,2,2,2.207496,0,0.3085001,0.3085001,15,3,27.3,27,3,27.3,1,2,5,15,19,23,4.80028,1
1,0,2,2,1.707494,0,0.3085001,0.3085001,15,3,27.3,27,3,27.3,1,2,5,15,19,23,4.900351,1
1,0,2,2,1.207492,0,0.3085001,0.3085001,15,3,27.3,27,3,27.3,1,2,5,15,19,23,5.00069,1
1,0,2,2,0.7074898,0,0.3085001,0.3085001,15,3,27.3,27,3,27.3,1,2,5,15,19,23,5.10132,1
1,0,6,6,0.5074891,0,15.25775,6.357749,15,3,27.3,27,3,27.3,1,2,5,15,19,23,5.200837,4
1,2,6,6,0.5074891,0.108566,15.75776,5.857747,15,3,27.3,27,3,27.3,0,2,5,15,19,23,5.304622,4
1,2,6,0,0.5074891,0.108566,16.25776,0,15,3,27.3,27,3,27.3,0,2,5,15,19,23,5.400685,4
1,2,6,0,0.5074891,0.108566,16.75776,0,15,3,27.3,27,3,27.3,0,2,5,15,19,23,5.502678,4
1,2,6,0,0.5074891,0.108566,17.25776,0,15,3,27.3,27,3,27.3,0,2,5,15,19,23,5.602015,4
1,2,6,0,0.5074891,0.108566,17.75776,0,15,3,27.3,27,3,27.3,0,2,5,15,19,23,5.700737,4
1,2,6,0,0.5074891,0.108566,18.25776,0,15,3,27.3,27,3,27.3,0,2,5,15,19,23,5.801082,4
1,2,6,6,0.5074891,10.10857,18.75776,2.85774,15,3,27.3,27,3,27.3,1,2,5,15,19,23,5.90216,4
1,2,6,0,0.5074891,10.10857,19.25776,0,15,3,27.3,27,3,27.3,0,2,5,15,19,23,6.003545,4
1,2,6,0,0.5074891,0.108566,18.85776,0,15,3,26.8,27,3,27.3,0,2,5,15,19,23,6.101762,0
1,2,6,1,0.5074891,10.10857,18.25776,4.007545,15,3,26.3,27,100,100,1,2,5,15,19,23,6.200128,3
1,2,6,1,0.5074891,10.10857,17.25776,4.507545,15,3,25.8,27,100,100,1,2,5,15,19,23,6.301061,3
1,2,6,1,0.5074891,0.108566,16.25776,5.007545,15,3,25.29999,27,100,100,1,2,5,15,19,23,6.401083,3
1,2,6,1,0.5074891,0.108566,15.25775,5.507545,15,3,24.79999,27,100,100,1,2,5,15,19,23,6.502081,3
1,2,0,1,0.5074891,0.108566,0,6.007546,15,3,24.29999,27,100,100,0,2,5,15,19,23,6.602647,3
1,2,0,1,0.5074891,0.108566,0,6.507548,15,3,23.79999,27,100,100,0,2,5,15,19,23,6.703448,3
1,2,0,1,0.5074891,0.108566,0,7.00755,15,3,23.29999,27,100,100,0,2,5,15,19,23,6.800035,3
1,2,0,1,0.5074891,0.108566,0,7.507552,15,3,22.79998,27,100,100,0,2,5,15,19,23,6.90164,3
1,2,0,1,0.5074891,0.108566,0,7.707552,15,3,22.29998,27,100,100,0,2,5,15,19,23,7.003253,0
1,2,0,1,0.5074891,0.108566,0,7.707552,15,3,21.79998,27,100,100,0,2,5,15,19,23,7.100128,0
1,2,0,1,0.5074891,0.108566,0,7.707552,15,3,21.29998,27,100,100,0,2,5,15,19,23,7.201532,0
1,2,0,1,0.5074891,0.108566,0,7.707552,15,3,20.79998,27,100,100,0,2,5,15,19,23,7.302883,0
1,2,6,1,0.5074891,0.108566,8.557727,7.707552,15,3,20.29997,27,100,100,1,2,5,15,19,23,7.40161,0
1,2,0,1,0.5074891,0.108566,0,7.707552,15,3,19.79997,27,100,100,0,2,5,15,19,23,7.500874,0
1,2,0,1,0.5074891,0.108566,0,7.707552,15,3,19.29997,27,100,100,0,2,5,15,19,23,7.601786,0
1,2,0,1,0.5074891,0.108566,0,7.707552,15,3,18.79997,27,100,100,0,2,5,15,19,23,7.703321,0
1,2,0,1,0.5074891,0.108566,0,7.707552,15,3,18.29997,27,100,100,0,2,5,15,19,23,7.802918,0
1,2,0,1,0.5074891,0.108566,0,7.707552,15,3,17.79996,27,100,100,0,2,5,15,19,23,7.900315,0
1,2,6,1,0.5074891,0.108566,5.557715,7.707552,15,3,17.29996,27,100,100,1,2,5,15,19,23,8.001871,0
1,2,6,1,0.5074891,0.108566,5.057714,7.707552,15,3,16.79996,27,100,100,1,2,5,15,19,23,8.100651,0
1,2,6,1,0.5074891,0.108566,4.557711,7.707552,15,3,16.29996,27,100,100,1,2,5,15,19,23,8.202393,0
1,2,6,1,0.5074891,0.108566,4.057709,7.707552,15,3,15.79996,27,100,100,1,2,5,15,19,23,8.303244,0
1,2,0,1,0.5074891,0.108566,0,7.707552,15,3,15.29996,27,100,100,0,2,5,15,19,23,8.401191,0
1,2,0,1,0.5074891,0.108566,0,7.707552,15,3,14.79995,27,100,100,0,2,5,15,19,23,8.501569,0
1,2,6,1,0.5074891,0.108566,2.557704,7.707552,15,3,14.29995,27,100,100,1,2,5,15,19,23,8.603025,0
1,2,6,1,0.5074891,0.108566,2.057702,7.707552,15,3,13.79995,27,100,100,1,2,5,15,19,23,8.703563,0
1,2,6,1,0.5074891,0.108566,1.5577,7.707552,15,3,13.29995,27,100,100,1,2,5,15,19,23,8.803074,0
1,2,6,1,0.5074891,0.108566,1.057698,7.707552,15,3,12.79995,27,100,100,1,2,5,15,19,23,8.901906,0
1,2,1,1,0.5074891,0.108566,16.90756,7.707552,15,3,100,100,100,100,1,2,5,15,19,23,9.002477,0
1,2,1,1,0.5074891,0.108566,16.90756,7.707552,15,3,100,100,100,100,1,2,5,15,19,23,9.102021,0
1,2,1,1,0.5074891,0.108566,16.90756,7.707552,15,3,100,100,100,100,1,2,5,15,19,23,9.200475,0
1,2,1,1,0.5074891,0.108566,16.90756,7.707552,15,3,100,100,100,100,1,2,5,15,19,23,9.30066,0
1,2,1,1,0.5074891,0.108566,16.90756,7.707552,15,3,100,100,100,100,1,2,5,15,19,23,9.402991,0
1,2,1,1,0.5074891,0.108566,16.90756,7.707552,15,3,100,100,100,100,1,2,5,15,19,23,9.501118,0
1,0,1,1,0.5074891,0,16.60756,8.007554,15,3,100,100,100,100,1,2,5,15,19,23,9.602389,3
1,0,1,1,0.5074891,0,16.10756,8.507556,15,3,100,100,100,100,1,2,5,15,19,23,9.701359,3
1,2,1,1,0.5074891,0.108566,15.60755,9.007558,15,3,100,100,100,100,1,2,5,15,19,23,9.801824,3
1,2,1,1,0.5074891,0.108566,15.40755,9.207559,15,3,100,100,100,100,1,2,5,15,19,23,9.901999,0
1,2,1,1,0.5074891,0.108566,15.40755,9.207559,15,3,100,100,100,100,1,2,5,15,19,23,10.00017,0
1,2,1,1,0.5074891,0.108566,15.40755,9.207559,15,3,100,100,100,100,1,2,5,15,19,23,10.10109,0
1,2,1,1,0.5074891,0.108566,15.30755,9.307559,15,3,100,100,100,100,1,2,5,15,19,23,10.20116,3
1,2,1,1,0.5074891,0.108566,14.80755,9.807561,15,3,100,100,100,100,1,2,5,15,19,23,10.30129,3
1,2,1,1,0.5074891,0.108566,14.30755,10.30756,15,3,100,100,100,100,1,2,5,15,19,23,10.40315,3
1,2,1,1,0.5074891,0.108566,13.80754,10.80756,15,3,100,100,100,100,1,2,5,15,19,23,10.50126,3
1,2,1,1,0.5074891,0.108566,13.30754,11.30757,15,3,100,100,100,100,1,2,5,15,19,23,10.60199,3
1,2,1,1,0.5074891,0.108566,12.80754,11.80757,15,3,100,100,100,100,1,2,5,15,19,23,10.70139,3
1,1,1,1,0.5074891,4.10762,12.30754,12.30757,15,3,100,100,100,100,1,2,5,15,19,23,10.80091,3
1,2,1,1,0.5074891,0.108566,11.80754,12.80757,15,3,100,100,100,100,1,2,5,15,19,23,10.90184,3
1,2,1,1,0.5074891,0.108566,11.30754,13.30757,15,3,100,100,100,100,1,2,5,15,19,23,11.00228,3
1,2,1,1,0.5074891,0.108566,10.80753,13.80758,15,3,100,100,100,100,1,2,5,15,19,23,11.10236,3
1,2,1,1,0.5074891,0.108566,10.30753,14.30758,15,3,100,100,100,100,1,2,5,15,19,23,11.20049,3
1,2,1,1,0.5074891,0.108566,9.80753,14.80758,15,3,100,100,100,100,1,2,5,15,19,23,11.30302,3
1,2,1,1,0.5074891,0.108566,9.80753,14.80758,15,3,100,100,100,100,1,2,5,15,19,23,11.40033,0
1,2,1,1,0.1074876,0.5085676,9.80753,14.80758,15,3,100,100,100,100,1,2,5,15,19,23,11.50243,1
1,2,1,1,0.007487177,0.608568,9.80753,14.80758,15,3,100,100,100,100,1,2,5,15,19,23,11.60059,1
1,2,1,1,0.007487177,0.608568,9.80753,14.80758,15,3,100,100,100,100,1,2,5,15,19,23,11.70021,1
1,2,1,1,0.007487177,0.608568,9.80753,14.80758,15,3,100,100,100,100,1,2,5,15,19,23,11.80038,1
1,2,1,1,0.007487177,0.608568,9.80753,14.80758,15,3,100,100,100,100,1,2,5,15,19,23,11.90008,0
1,2,1,1,0.007487177,0.608568,9.80753,14.80758,15,3,100,100,100,100,1,2,5,15,19,23,12.00319,0
1,2,1,1,0.5074891,0.108566,9.80753,14.80758,15,3,100,100,100,100,1,2,5,15,19,23,12.10147,2
1,2,1,1,0.6074894,0.008565661,9.80753,14.80758,15,3,100,100,100,100,1,2,5,15,19,23,12.20092,2
1,2,1,1,0.6074894,0.008565661,9.80753,14.80758,15,3,100,100,100,100,1,2,5,15,19,23,12.30216,2
1,2,1,1,0.6074894,0.008565661,9.80753,14.80758,15,3,100,100,100,100,1,2,5,15,19,23,12.40075,2
1,2,1,1,0.6074894,0.008565661,9.80753,14.80758,15,3,100,100,100,100,1,2,5,15,19,23,12.50074,2
1,2,1,1,0.6074894,0.008565661,9.407529,15.20758,15,3,100,100,100,100,1,2,5,15,19,23,12.60237,3
1,2,1,1,0.6074894,0.008565661,8.907527,15.70758,15,3,100,100,100,100,1,2,5,15,19,23,12.70194,3
1,2,1,1,0.6074894,0.008565661,8.707526,15.90758,15,3,100,100,100,100,1,2,5,15,19,23,12.80053,2
1,2,1,1,0.6074894,0.008565661,8.707526,15.90758,15,3,100,100,100,100,1,2,5,15,19,23,12.90177,2
1,2,1,1,0.6074894,0.008565661,8.707526,15.90758,15,3,100,100,100,100,1,2,5,15,19,23,13.0031,2
1,2,1,1,0.6074894,0.008565661,8.707526,15.90758,15,3,100,100,100,100,1,2,5,15,19,23,13.10225,2
1,2,1,1,0.6074894,0.008565661,8.707526,15.90758,15,3,100,100,100,100,1,2,5,15,19,23,13.20204,2
1,2,1,1,0.6074894,0.008565661,8.707526,15.90758,15,3,100,100,100,100,1,2,5,15,19,23,13.30079,0
1,2,1,1,0.6074894,0.008565661,8.707526,15.90758,15,3,100,100,100,100,1,2,5,15,19,23,13.40292,0
1,2,1,1,0.6074894,0.008565661,8.707526,15.90758,15,3,100,100,100,100,1,2,5,15,19,23,13.50231,0
1,2,1,1,0.6074894,0.008565661,8.707526,15.90758,15,3,100,100,100,100,1,2,5,15,19,23,13.60024,0
1,2,1,1,0.5074891,0.108566,8.707526,15.90758,15,3,100,100,100,100,1,2,5,15,19,23,13.70415,1
1,2,1,1,0.4074887,0.2085664,8.707526,15.90758,15,3,100,100,100,100,1,2,5,15,19,23,13.80251,0
1,2,1,1,0.6074894,0.008565661,8.707526,15.90758,15,3,100,100,100,100,1,2,5,15,19,23,13.9029,2
1,2,1,1,0.6074894,0.008565661,8.707526,15.90758,15,3,100,100,100,100,1,2,5,15,19,23,14.00202,2
1,2,1,1,0.6074894,0.008565661,8.707526,15.90758,15,3,100,100,100,100,1,2,5,15,19,23,14.10167,0
1,0,1,1,0.6074895,0,8.307525,16.30759,15,3,100,100,100,100,1,2,5,15,19,23,14.20198,3
1,2,1,1,0.6074894,0.008565661,7.907523,16.70759,15,3,100,100,100,100,1,2,5,15,19,23,14.30104,0
1,2,1,1,0.6074894,0.008565661,7.907523,16.70759,15,3,100,100,100,100,1,2,5,15,19,23,14.40087,2
1,2,1,1,0.6074894,0.008565661,7.907523,16.70759,15,3,100,100,100,100,1,2,5,15,19,23,14.50232,2
1,2,1,1,0.6074894,0.008565661,7.907523,16.70759,15,3,100,100,100,100,1,2,5,15,19,23,14.60197,2
1,2,1,1,0.6074894,0.008565661,7.907523,16.70759,15,3,100,100,100,100,1,2,5,15,19,23,14.70019,4
1,2,1,1,0.6074894,0.008565661,7.907523,16.70759,15,3,100,100,100,100,1,2,5,15,19,23,14.80224,4
1,2,1,1,0.6074894,0.008565661,7.907523,16.70759,15,3,100,100,100,100,1,2,5,15,19,23,14.9015,4
1,2,1,1,0.6074894,0.008565661,7.907523,16.70759,15,3,100,100,100,100,1,2,5,15,19,23,15.00231,2
1,0,1,1,0.6074895,0,8.007524,16.60759,15,3,100,100,100,100,1,2,5,15,19,23,15.1001,4
1,0,1,1,0.6074895,0,8.507525,16.10759,15,3,100,100,100,100,1,2,5,15,19,23,15.20122,4
1,0,2,2,0.8074902,0,0.5084704,0.1085298,15,3,100,100,100,100,1,2,5,15,19,23,15.30262,2
1,0,2,2,1.307492,0,0.5084704,0.1085298,15,3,100,100,100,100,1,2,5,15,19,23,15.40198,2
1,0,2,2,1.807494,0,0.5084704,0.1085298,15,3,100,100,100,100,1,2,5,15,19,23,15.50242,2
1,0,2,2,2.307496,0,0.5084704,0.1085298,15,3,100,100,100,100,1,2,5,15,19,23,15.60227,2
1,0,2,2,2.807498,0,0.5084704,0.1085298,15,3,100,100,100,100,1,2,5,15,19,23,15.70125,2
