NEIGHBORHOOD_UP,NEIGHBORHOOD_DOWN,NEIGHBORHOOD_RIGHT,NEIGHBORHOOD_LEFT,NEIGHBORHOOD_DIST_UP,NEIGHBORHOOD_DIST_DOWN,NEIGHBORHOOD_DIST_RIGHT,NEIGHBORHOOD_DIST_LEFT,COMMAND_CENTER_X,COMMAND_CENTER_Y,AGENT_1_X,AGENT_1_Y,AGENT_2_X,AGENT_2_Y,CAN_FIRE,HEALTH,LIFE_X,LIFE_Y,EXIT_X,EXIT_Y,action
-1.2943026887502458,-0.5245568506347889,0.18233992319602943,0.5826593488987559,-0.65313606497438,-0.6132770300333692,-0.6755954358167952,-0.7123705045003409,0.0,0.0,-0.6109234234786862,-0.8076898984861594,-1.4030482577094843,-1.0129377565341795,0.43559567231962903,0.0,-0.9207301465268192,-0.9064851058104236,1.4386317469592942,-0.7617397235435369,1
-1.2943026887502458,-0.5245568506347889,0.18233992319602943,0.5826593488987559,-0.65313606497438,-0.5446359201264886,-0.6755954358167952,-0.7123705045003409,0.0,0.0,-0.6109234234786862,-0.8076898984861594,-1.4030482577094843,-1.0129377565341795,0.43559567231962903,0.0,-0.9207301465268192,-0.9064851058104236,1.4386317469592942,-0.7617397235435369,1
-1.2943026887502458,-0.5245568506347889,0.18233992319602943,0.5826593488987559,-0.65313606497438,-0.45883440404061376,-0.6755954358167952,-0.7123705045003409,0.0,0.0,-0.6109234234786862,-0.8076898984861594,-1.4030482577094843,-1.0129377565341795,0.43559567231962903,0.0,-0.9207301465268192,-0.9064851058104236,1.4386317469592942,-0.7617397235435369,1
-1.2943026887502458,-0.5245568506347889,0.18233992319602943,0.5826593488987559,-0.65313606497438,-0.4245137976062638,-0.6755954358167952,-0.7123705045003409,0.0,0.0,-0.6109234234786862,-0.8076898984861594,-1.4030482577094843,-1.0129377565341795,0.43559567231962903,0.0,-0.9207301465268192,-0.9064851058104236,1.4386317469592942,-0.7617397235435369,1
-1.2943026887502458,-0.5245568506347889,0.18233992319602943,0.5826593488987559,-0.65313606497438,-0.33871245312342113,-0.6755954358167952,-0.7123705045003409,0.0,0.0,-0.6109234234786862,-0.8076898984861594,-1.4030482577094843,-1.0129377565341795,0.43559567231962903,0.0,-0.9207301465268192,-0.9064851058104236,1.4386317469592942,-0.7617397235435369,1
-1.2943026887502458,-0.5245568506347889,0.18233992319602943,0.5826593488987559,-0.65313606497438,-0.2529109370375463,-0.6755954358167952,-0.7123705045003409,0.0,0.0,-0.6109234234786862,-0.8076898984861594,-1.4030482577094843,-1.0129377565341795,0.43559567231962903,0.0,-0.9207301465268192,-0.9064851058104236,1.4386317469592942,-0.7617397235435369,1
-1.2943026887502458,-0.5245568506347889,0.18233992319602943,0.5826593488987559,-0.65313606497438,-0.16710959255470362,-0.6755954358167952,-0.7123705045003409,0.0,0.0,-0.6109234234786862,-0.8076898984861594,-1.4030482577094843,-1.0129377565341795,0.43559567231962903,0.0,-0.9207301465268192,-0.9064851058104236,1.4386317469592942,-0.7617397235435369,1
-1.2943026887502458,-0.5245568506347889,0.18233992319602943,0.5826593488987559,-0.65313606497438,-0.08130807646882876,-0.6755954358167952,-0.7123705045003409,0.0,0.0,-0.6109234234786862,-0.8076898984861594,-1.4030482577094843,-1.0129377565341795,0.43559567231962903,0.0,-0.9207301465268192,-0.9064851058104236,1.4386317469592942,-0.7617397235435369,1
-1.2943026887502458,-0.5245568506347889,0.18233992319602943,0.5826593488987559,-0.65313606497438,0.004493268014013988,0.8927700197758118,-0.7123705045003409,0.0,0.0,-0.6109234234786862,-0.8076898984861594,-1.4030482577094843,-1.0129377565341795,0.43559567231962903,0.0,-0.9207301465268192,-0.9064851058104236,1.4386317469592942,-0.7617397235435369,1
-0.12892795217822628,-0.5245568506347889,0.18233992319602943,-0.7966974770656461,3.7387134748455138,0.09029478409988885,-0.6755954358167952,-0.7125408975498815,0.0,0.0,-0.6109234234786862,-0.8076898984861594,-1.4030482577094843,-1.0129377565341795,0.43559567231962903,0.0,-0.9207301465268192,-0.9064851058104236,1.4386317469592942,-0.7617397235435369,1
